time used:78322 seconds
11100101111011011001	0.9662	1303339
11100101111011000100	0.9661	725099
11100101111011011100	0.9659	1298898
11100101111011010101	0.9659	1556207
11100101111011010110	0.9659	1541543
11100101011011011000	0.9659	755952
11100101111111011000	0.9658	794560
11100101111011011000	0.9657	760879
11100101111011010000	0.9657	475728
11100101111010010010	0.9656	970088
11100101111010010100	0.9655	980311
11101101111011010100	0.9655	1014921
11110101111011010100	0.9654	1013830
11100101111011010001	0.9654	1018188
10011001111011010100	0.9654	1008170
11101101111011011000	0.9654	762053
11000101111011011000	0.9654	760767
11100101111011010011	0.9653	1543107
11100100111011010001	0.9653	1017112
10011101111011010100	0.9653	1014541
11100111111011010100	0.9653	1013830
11000101111011010010	0.9653	1003412
11101101111011000000	0.9653	188254
11100101111011011010	0.9653	1288675
11100101111011110001	0.9653	1050902
11101101111011010001	0.9653	1019362
11100100111011011000	0.9653	759803
11110101111011010001	0.9653	1018271
11100101111011000010	0.9653	714876
10011101111011011000	0.9652	761673
10100101111011011000	0.9652	760528
10011101111011010001	0.9652	1018982
11100111111011010001	0.9652	1018271
11100100111011010100	0.9652	1012671
11100101111011110010	0.9651	1036238
11100101111011010100	0.9651	1013747
11101101111011010000	0.9651	476902
10100101111011010000	0.9651	475377
11011101111011011000	0.9651	762024
10011101111010011000	0.9651	728237
11000111111011010000	0.9651	475699
11000101111011010001	0.9651	1018076
11100111111011011000	0.9651	760962
11111101111011010000	0.9651	476985
11100111111011010000	0.9651	475811
11100101111010010001	0.9650	984752
11010101111011010000	0.9650	475699
10011001111011011000	0.9650	755302
11100001111011011000	0.9650	754508
11101100111011010000	0.9650	475826
11011101111011010001	0.9650	1019333
11000101111011010100	0.9650	1013635
11100111111011010010	0.9650	1003607
11100101111010011000	0.9650	727443
11100101111011110000	0.9650	508442
11111111111011010000	0.9650	477068
11001101111011010000	0.9650	476790
10011111111011010001	0.9649	1019065
11100101011011010001	0.9649	1013261
11100101111011010010	0.9649	1003524
10010101111011010010	0.9649	1003144
10100101111011010001	0.9649	1017837
11100101111011111000	0.9649	793593
10001101111011011000	0.9649	761590
11101111111011010000	0.9649	476985
11110111111011010000	0.9649	475894
10100100111011010000	0.9649	474301
11100111011011010000	0.9649	470884
11100101011011010010	0.9648	998597
11100101110011010001	0.9648	983584
11110101111011011000	0.9648	760962
11100101111111010000	0.9648	509409
10011101111011010000	0.9648	476522
11000101111011010000	0.9648	475616
10011100111011010000	0.9648	475446
10100101111011000000	0.9648	186729
11100100111011010010	0.9648	1002448
10010101111011011000	0.9648	760499
10111101111111010000	0.9648	510315
11100111111011110000	0.9648	508525
11100101111010110000	0.9648	475006
11100101111011001000	0.9648	472231
11100101111010010000	0.9648	442292
11101101111011010010	0.9648	1004698
10100101111011010010	0.9648	1003173
11100101111111010001	0.9647	1051869
10111101111011011000	0.9647	761785
11101101111111010000	0.9647	510583
10100101111011110000	0.9647	508091
11110101011011010000	0.9647	470884
10010101111011010100	0.9647	1013367
11100101011011010100	0.9647	1008820
10011101111011000001	0.9647	730334
11110101111111010000	0.9647	509492
11110101111011010000	0.9647	475811
11110101111010010000	0.9647	442375
10111101111011010010	0.9647	1004430
11100101110011010100	0.9647	979143
11100101011011010000	0.9647	470801
11110101111011010010	0.9646	1003607
10011101111010010001	0.9646	985546
10011101111011000010	0.9646	715670
10011111111011010100	0.9646	1014624
11100001111011010100	0.9646	1007376
10100101111011010100	0.9645	1013396
10011101111111010000	0.9645	510203
10111101111011010000	0.9645	476634
10100101011011010000	0.9645	470450
11110001111011010000	0.9645	469440
10100101111010010000	0.9645	441941
11011001111011010000	0.9645	470502
11100111111010010000	0.9645	442375
11100111111011000000	0.9645	187163
11100101111011000001	0.9645	729540
10011111111011010000	0.9645	476605
11100110111011010000	0.9645	474735
10011100111011010010	0.9644	1003242
11100001111011010010	0.9644	997153
11110101111011110000	0.9644	508525
11000101111011110000	0.9644	508330
10011101111010000000	0.9644	154438
11100001111011010001	0.9644	1011817
11100101110011011000	0.9644	726275
10101101111011010000	0.9644	476551
10100111111011010000	0.9644	475460
11100100111011010000	0.9644	474652
10011100111011010001	0.9644	1017906
11100101110011010010	0.9644	968920
10011111111011110000	0.9644	509319
11100100111111010000	0.9644	508333
11110100111011010000	0.9644	474735
10011101111111010100	0.9643	1048222
11011101111011010000	0.9643	476873
11100101111011000000	0.9643	187080
11100101111011110100	0.9643	1046461
10001101111011010000	0.9643	476439
11101001111011010000	0.9643	470531
10011101011011010100	0.9642	1009614
10010111111011010000	0.9642	475431
11100100111010010000	0.9642	441216
10001101111011010100	0.9642	1014458
11100111111111010000	0.9642	509492
11000001111011010000	0.9642	469245
11101101111010010000	0.9642	443466
10011101111010010000	0.9642	443086
10111101111011000000	0.9642	187986
10011111111011010010	0.9642	1004401
11100101111111110000	0.9642	542123
10100101111111010000	0.9642	509058
11101101011011010000	0.9642	471975
11100101110011010000	0.9642	441124
10011101111011000000	0.9642	187874
10011001111011000000	0.9642	181503
10011001111111010000	0.9641	503832
10001111111011010000	0.9641	476522
11011100111011010000	0.9641	475797
10011001111011010000	0.9641	470151
10011101111011010010	0.9641	1004318
10111001111011010000	0.9641	470263
11110101110011010000	0.9641	441207
11100100111011000000	0.9641	186004
11100100111011110000	0.9641	507366
10110101111011010000	0.9641	475460
10010101111011010000	0.9641	475348
10011101111011110000	0.9640	509236
